"X","vectorName","vectorAddress","postal_code","lat","lon"
15,"Foo & Quek Llc","16 Raffles Quay #14-01 Hong Leong Bldg Singapore 048581","Singapore 048581",1.281304,103.850834
86,"Angeline Suparto Law Corpn","16 Raffles Quay #20-04 Hong Leong Bldg Singapore 048581","Singapore 048581",1.281304,103.850834
398,"James Chia & Co","16 Raffles Quay #11-03 Hong Leong Bldg Singapore 048581","Singapore 048581",1.281304,103.850834
636,"Mori Hamada & Matsumoto (Singapore) LLP","16 Raffles Quay, Singapore 048581","Singapore 048581",1.281304,103.850834
671,"Ong Swee Keng Llc","16 Raffles Quay #41-01A Hong Leong Bldg Singapore 048581","Singapore 048581",1.281304,103.850834
755,"Robinson Llc","6 Raffles Quay #20-02  Singapore 048580","Singapore 048580",1.281712,103.851423
861,"Tan Heng Thye","6 Raffles Quay #14-06  Singapore 048580","Singapore 048580",1.281712,103.851423
954,"Wikborg Rein Services Pte Ltd","6 Raffles Quay #10-15  Singapore 048580","Singapore 048580",1.281712,103.851423
138,"Beh Partners","30 Robinson Rd, Singapore 048546","Singapore 048546",1.281739,103.85048
3,"Ho & Wee LLP","14 Robinson Rd #03-03 Far East Finance Bldg Singapore 048545","Singapore 048545",1.282183,103.850799
8,"Ann Tan & Associates","14 Robinson Rd #09-02 Far East Finance Bldg Singapore 048545","Singapore 048545",1.282183,103.850799
572,"LMJ Law Corporation","Singapore 048545","Singapore 048545",1.282183,103.850799
827,"Sobhraj Tay Low Subra & Teo","14 Robinson Rd #02-01/02 Far East Finance Bldg Singapore 048545","Singapore 048545",1.282183,103.850799
385,"Insights Law Llc","8 Robinson Rd #03-00 ASO Bldg Singapore 048544","Singapore 048544",1.282237,103.85083
995,"Zaid Ibrahim & Co","8 Robinson Rd #03-00 ASO Bldg Singapore 048544","Singapore 048544",1.282237,103.85083
55,"Affinity Law Llc","4 Robinson Rd #10-01 The House of Eden Singapore 048543","Singapore 048543",1.282344,103.85092
137,"Bedell Cristin (S) Llp","4 Robinson Rd #05-01 The House of Eden Singapore 048543","Singapore 048543",1.282344,103.85092
805,"Shook Lin & Bok LLP","1 Robinson Rd #18-00 AIA Tower Singapore 048542","Singapore 048542",1.281966,103.851059
5,"Mallal & Namazie","18 Cross St #14-01 China Sq Central Singapore 048423","Singapore 048423",1.283384,103.846868
930,"Vincent Lim & Associates Llc","18 Cross St #07-11 China Sq Central Singapore 048423","Singapore 048423",1.283384,103.846868
294,"Elitaire Law Llp","20 Cross St #02-01 China Sq Central Singapore 048422","Singapore 048422",1.283745,103.847478
531,"Legal Clinic Llc","20 Cross St #02-03 China Sq Central Singapore 048422","Singapore 048422",1.283745,103.847478
103,"Arthur Loke & Partners","9 Temasek Blvd, Singapore 038989","Singapore 038989",1.295556,103.859041
173,"Chang See Hiang & Partners","Temasek Blvd, Singapore 038989","Singapore 038989",1.295556,103.859041
752,"Robert Wang & Woo Llp","9 Temasek Blvd #41-01 Suntec Tower Two Singapore 038989","Singapore 038989",1.295556,103.859041
824,"Skadden Arps Slate Meagher & Flom","Fax  9 Temasek Blvd #29-01 Suntec Tower Two Singapore 038989","Singapore 038989",1.295556,103.859041
87,"Anjali Iyer & Associates","8 Temasek Blvd #22-03 Suntec Tower Three Singapore 038988","Singapore 038988",1.295241,103.859489
430,"Joyce A. Tan & Partners Llc","8 Temasek Blvd #15-04 Suntec Tower Three Singapore 038988","Singapore 038988",1.295241,103.859489
7,"Patrick Wee & Partners","7 Temasek Blvd #20-03 Suntec Tower One Singapore 038987","Singapore 038987",1.295285,103.85852
310,"Flint & Battery Llc","7 Temasek Blvd #20-06 Suntec Tower One Singapore 038987","Singapore 038987",1.295285,103.85852
589,"M & A Law Corporation","7 Temasek Blvd #07-01 Suntec Tower One Singapore 038987","Singapore 038987",1.295285,103.85852
691,"Phang & Co","7 Temasek Blvd #12-06 Suntec Tower One Singapore 038987","Singapore 038987",1.295285,103.85852
692,"Phang & Co","7 Temasek Blvd, Singapore 038987","Singapore 038987",1.295285,103.85852
697,"Phy Law Corpn","7 Temasek Blvd #12-02C Suntec Tower One Singapore 038987","Singapore 038987",1.295285,103.85852
191,"Chia Wong Llp","6 Temasek Blvd #38-02 Suntec Tower Four Singapore 038986","Singapore 038986",1.294611,103.859656
251,"David Chong Law Corpn","6 Temasek Blvd #09-04 Suntec Tower Four Singapore 038986","Singapore 038986",1.294611,103.859656
470,"Kelvin Chia Partnership","6 Temasek Blvd #29-00 Suntec Tower Four Singapore 038986","Singapore 038986",1.294611,103.859656
66,"Allen & Gledhill LLP","1 Marina Blvd #25-00 One Marina Blvd Singapore 018989","Singapore 018989",1.282387,103.852437
47,"Adtvance Law Llc","12 Marina Blvd #24-00 Marina Bay Financial Centre Singapore 018982","Singapore 018982",1.2804899,103.853496
107,"Ashurst LLP","12 Marina Blvd #24-01 Marina Bay Financial Centre Singapore 018982","Singapore 018982",1.2804899,103.853496
221,"Clasis LLC","12 Marina Blvd #30-03 Marina Bay Financial Centre Singapore 018982","Singapore 018982",1.2804899,103.853496
223,"Clifford Chance Pte Ltd","12 Marina Blvd #25-01 Marina Bay Financial Centre Singapore 018982","Singapore 018982",1.2804899,103.853496
627,"Milbank Tweed Hadley & McCloy","12 Marina Blvd #36-03/04 Marina Bay Financial Centre Singapore 018982","Singapore 018982",1.2804899,103.853496
641,"Nabarro LLP","Bay Financial Centre, Tower 3, 12 Marina 35-, 1 Marina Blvd, Singapore 018982","Singapore 018982",1.2804899,103.853496
979,"WongPartnership LLP","12 Marina Blvd #29-01 Marina Bay Financial Centre Singapore 018982","Singapore 018982",1.2804899,103.853496
9,"Baker & McKenzie.Wong & Leow","8 Marina Blvd #05-01 Marina Bay Financial Centre Singapore 018981","Singapore 018981",1.279637,103.854149
966,"Wong & Leow LLC","8 Marina Blvd #05-01 Marina Bay Financial Centre Singapore 018981","Singapore 018981",1.279637,103.854149
952,"White & Case Pte. Ltd.","8 Marina View #27-01 Asia Sq Tower 1 Singapore 018960","Singapore 018960",1.278968,103.851237
160,"Camford Law Corpn","7 Straits View #11-01 Marina One East Tower Singapore 018936","Singapore 018936",1.2781917,103.8527112
376,"Holborn Law Llc","7 Straits View #19-01 Marina One East Tower Singapore 018936","Singapore 018936",1.2781917,103.8527112
662,"Olswang Asia Llp","7 Straits View #19-01 Marina One East Tower Singapore 018936","Singapore 018936",1.2781917,103.8527112
708,"Pwc Legal International Pte. Ltd.","7 Straits View  Marina One East Tower Singapore 018936","Singapore 018936",1.2781917,103.8527112
561,"Lim Han Wong Partnership","No. 1, Colombo Court, #07-25, 017942, Singapore 017942","Singapore 017942",1.352083,103.819836
105,"Arvind Law LLC","3 Tanjong Pagar Plaza, Singapore 081003","Singapore 081003",1.275568,103.84247
