"vectorName","vectorAddress","postal_code","lat","lon"
"Vigcon Construction Pte Ltd","33 Senang Cres   Singapore 416604","Singapore 416604",1.32798,103.917799
"Prefab Technology Pte Ltd","66 Sg Kadut St 1   Singapore 729367","Singapore 729367",1.42309,103.75136
"Team Design Architects Pte Ltd","21 Teo Hong Rd   Singapore 088331","Singapore 088331",1.279955,103.840746
"Christopher O'Grady Photography","21 Oxford Rd  Oxford Suites Singapore 218817","Singapore 218817",1.315729,103.852429
"Inconcept Modelling & Design Pte Ltd","35 Kallang Pudding Rd #04-07 I&J Tong Lee Bldg-Blk A Singapore 349314","Singapore 349314",1.33,103.878276
"Limelight Atelier Pte. Ltd.","69 Ubi Rd 1 #07-32 Oxley Bizhub Singapore 408731","Singapore 408731",1.332302,103.889967
"AD Architectural Model Pte Ltd","51 Ubi Ave 1 #02-17 Paya Ubi Ind Pk Singapore 408933","Singapore 408933",1.325096,103.898223
"Architectural Associates","151 Chin Swee Rd #02-26 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
"Architectural Corner Pte Ltd","629 Aljunied Rd #03-15 Cititech Ind Bldg Singapore 389838","Singapore 389838",1.3254999,103.879628
"Architectural Hardware Pte. Ltd.","50 Bt Batok St 23 #03-07 Midview Bldg Singapore 659578","Singapore 659578",1.339533,103.757377
"Architectural Restoration Consultants Pte Ltd","6 Wilton Cl, Singapore 138756","Singapore 138756",1.3005119,103.7937819
"Architectural Works","73 Walmer Dr   Singapore 555089","Singapore 555089",1.365177,103.8698749
"City Architectural Models Studio","Blk 1023 Yishun Ind Pk A #04-15  Singapore 768762","Singapore 768762",1.443059,103.834135
"Eurasia Architectural Products Pte Ltd","139 Cavenagh Rd #09-05 Townhouse Apts Singapore 229627","Singapore 229627",1.309161,103.842601
"Ong Chin Bee Architectural Consultant","77 Linden Dr, Singapore 288716","Singapore 288716",1.336791,103.802005
"Seiko Architectural Wall Systems Pte Ltd","16 Chin Bee Dr   Singapore 619864","Singapore 619864",1.335591,103.714754
"Architects' Regional Team","34A Sago St   Singapore 059026","Singapore 059026",1.281954,103.843934
"B+H Architects (S) Pte Ltd","100 Beach Rd #32-01/03 Shaw Leisure Gallery Singapore 189702","Singapore 189702",1.296485,103.856559
"Interconsultants Pte Ltd","80 Changi Rd #05-18  Singapore 419715","Singapore 419715",1.316626,103.900239
"K & Y Design Associates","Blk 141 Lor Ah Soo #12-275  Singapore 530141","Singapore 530141",1.353064,103.883778
"Posh Urban Pte. Ltd.","8 Burn Rd #08-13 Trivex Singapore 369977","Singapore 369977",1.335497,103.885304
"S C D A Architects Pte Ltd","8 Teck Lim Rd   Singapore 088385","Singapore 088385",1.280227,103.841973
"Smallwood Reynolds Stewart & Associates Pte Ltd","83 Clemenceau Ave #14-03 Shell Hse Singapore 239920","Singapore 239920",1.292809,103.842937
"Timur Designs","20 Sin Ming Lane #08-54 & 55 Midview City Singapore 573968","Singapore 573968",1.358146,103.833392
"Tony Tan & Associates","Blk 25 Jln Berseh #01-146  Singapore 200025","Singapore 200025",1.306385,103.857933
"Waldmann Lighting S'pore Pte Ltd","77A Neil Rd   Singapore 088903","Singapore 088903",1.27922,103.842153
"Wallflower Pte Ltd","7500A Beach Rd #15-303 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
"Liu & Wo Architects Pte Ltd","35 Duxton Hill   Singapore 089613","Singapore 089613",1.278947,103.842826
"Archivision Architects","2 Jln Kilang Barat #09-01 Panasonic Bldg Singapore 159346","Singapore 159346",1.285731,103.808176
"Prefab Technology 3 Pte Ltd","99 Pioneer Rd   Singapore 639580","Singapore 639580",1.321984,103.6471509
"CHANG Architects","16 Morse Rd Unit 216  Singapore 099228","Singapore 099228",1.269789,103.8149059
"121 Architecural Model","28 Kallang Pl #06-02  Singapore 339158","Singapore 339158",1.314806,103.867244
"A.Alliance","71A Kg Bahru Rd   Singapore 169373","Singapore 169373",1.276451,103.835702
"AC Consortium Pte Ltd","2 Jln Kilang Barat #09-01 Panasonic Bldg Singapore 159346","Singapore 159346",1.285731,103.808176
"AEMP Engineers Pte Ltd","190 Woodlands Ind Pk E5 #10-02  Singapore 757516","Singapore 757516",1.45211,103.79208
"Akta-Rchitects Pte Ltd","25 Seah St #05-01  Singapore 188381","Singapore 188381",1.296264,103.854453
"Al-Sus Industries Pte Ltd","13 Kian Teck Dr   Singapore 628830","Singapore 628830",1.330204,103.692458
"Andy Fisher Workshop Pte Ltd","2 Alexandra Rd #02-04 Delta Hse Singapore 159919","Singapore 159919",1.290776,103.825279
"Architects Sg Llp","Blk 204 Hougang St 21 #04-115  Singapore 530204","Singapore 530204",1.358853,103.884919
"Architects Vista Pte Ltd","865 Mountbatten Rd #06-24 Katong Shopping Centre Singapore 437844","Singapore 437844",1.303746,103.901182
"Astro Aluminium Pte Ltd","1 Bt Batok Cres #03-58 WCEGA Plaza Singapore 658064","Singapore 658064",1.338942,103.758733
"Atelier Design Architects","10 Ubi Cres #06-70 Ubi Techpark Singapore 408564","Singapore 408564",1.326293,103.896145
"Atelier M+A","85 Maude Rd #04-01  Singapore 208357","Singapore 208357",1.308492,103.85771
"Audio Light Asia Pte Ltd","65 Ubi Rd 1 #02-66 Oxley Bizhub Singapore 408729","Singapore 408729",1.352083,103.819836
"Axis Architects Planners","102E Pasir Panjang Rd #07-08  Singapore 118529","Singapore 118529",1.2760149,103.795452
"B H Ng Consultants","171 Tras St #06-173 Union Bldg Singapore 079025","Singapore 079025",1.274364,103.843877
"BDL Group Architects","328C King George's Ave  King George's Bldg Singapore 208568","Singapore 208568",1.30995,103.861804
"Call Me Construction Pte Ltd","32 Ang Mo Kio Ind Pk 2 #05-01 Sing Ind Complex Singapore 569510","Singapore 569510",1.375835,103.864835
"CBD Evision Pte Ltd","1 Ubi Link #03-00  Singapore 408553","Singapore 408553",1.332051,103.893355
"CE Consulting Engineers","212A Tg Katong Rd   Singapore 437005","Singapore 437005",1.30773,103.8951079
"Cgng Architects","325A Beach Rd   Singapore 199559","Singapore 199559",1.301139,103.861191
"Clla Architects","33 Colchester Gr   Singapore 558372","Singapore 558372",1.357917,103.867395
"Colt Ventilation East Asia Pte Ltd","203 Henderson Rd #03-07 Henderson Ind Pk Singapore 159546","Singapore 159546",1.28147,103.821202
"Cyril K H Seah Architects","57 Genting Lane #02-00  Singapore 349564","Singapore 349564",1.3270599,103.875351
"Design Operation Pte Ltd","59 Tg Pagar Rd   Singapore 088480","Singapore 088480",1.278383,103.843969
"DPC Development Consultants","7500A Beach Rd #04-316 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
"Electro-Acoustics Systems Pte Ltd","19 Kim Keat Rd #03-00 Fu Tsu Bldg Singapore 328804","Singapore 328804",1.324931,103.853343
"Formwerkz Pte Ltd","200 Turf Club Rd #07-01 Turf City Singapore 287994","Singapore 287994",1.337685,103.793667
"Fourth Dimension Architects","3791 Jln Bt Merah #05-12 E-Centre @ Redhill Singapore 159471","Singapore 159471",1.285298,103.811644
"Framework Building Products Pte Ltd","2 Aljunied Ave 1   Singapore 389977","Singapore 389977",1.32008,103.888775
"GTH Technologies Pte Ltd","5 Up Aljunied Link #01-01 Quartz Ind Bldg Singapore 367903","Singapore 367903",1.334707,103.882054
"H H Robertson (SEA) Pte Ltd","1 Raffles Pl #28-01 One Raffles Pl Singapore 048616","Singapore 048616",1.284479,103.851082
"H T Architects","101 Kitchener Rd #03-01 Jln Besar Plaza Singapore 208511","Singapore 208511",1.308783,103.85821
"Hafele S'pore Pte Ltd","68 Sg Kadut Loop #03-00  Singapore 729504","Singapore 729504",1.4070339,103.744609
"Hainei Building & Development (S) Pte Ltd","Blk 13 Lor 8 Toa Payoh #05-04 Braddell Tech Singapore 319261","Singapore 319261",1.340668,103.857721
"HDA Architects","3 Shenton Way #12-03 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
"HK Hia & Associates","52 Prinsep St #02-01  Singapore 188682","Singapore 188682",1.299695,103.849717
"IIDA International Design Pte Ltd","150 Changi Rd #04-05 Guthrie Bldg Singapore 419973","Singapore 419973",1.317004,103.902196
"Infinity Pte Ltd","19 Jln Kilang Barat #03-03 Acetech Centre Singapore 159361","Singapore 159361",1.284861,103.808977
"Insul-Dek Engrg Pte Ltd","7 Soon Lee St #04-35  Singapore 627608","Singapore 627608",1.352083,103.819836
"Jdb Design & Build Pte. Ltd.","278A South Bridge Rd   Singapore 058827","Singapore 058827",1.281581,103.844879
"K.U.S Holdings (S) Pte Ltd","421 Tagore Ind Ave   Singapore 787805","Singapore 787805",1.384602,103.827387
"Kido Technologies Pte Ltd","318C King George's Ave  King George's Bldg Singapore 208563","Singapore 208563",1.309685,103.861464
"Kiong Gay Plasterceil Design Pte Ltd","3018 Bedok Nth St 5 #02-11  Singapore 486132","Singapore 486132",1.33521,103.947677
"Lai Yew Seng Pte Ltd","Blk 7 Toa Payoh Ind Pk #01-1247  Singapore 319059","Singapore 319059",1.33649,103.860413
"Manifield Design Consult","338B King George's Ave  King George's Bldg Singapore 208573","Singapore 208573",1.310244,103.862182
"Mastercraft Systems Pte Ltd","20D Lor Ampas  G S Bldg Singapore 328780","Singapore 328780",1.326168,103.852909
"Media Treeworks International Pte Ltd","Blk 1 Joo Chiat Rd #05-1007 Joo Chiat Complex Singapore 420001","Singapore 420001",1.31575,103.8984
"Metalplas Engineering Pte Ltd","10 Kian Teck Dr   Singapore 628827","Singapore 628827",1.330578,103.695517
"Monriche Design & Build","30 Toh Guan Rd #07-10 ODC Districentre Singapore 608840","Singapore 608840",1.33536,103.74807
"Permasteelisa Pacific Holdings Ltd","2 International Business Pk #11-07 The Strategy Singapore 609930","Singapore 609930",1.32954,103.747567
"Pladesco (Pte) Ltd","67 Spottiswoode Pk Rd   Singapore 088656","Singapore 088656",1.276926,103.836919
"Pro-Glass Construction Pte Ltd","Blk 9010 Tampines St 93 #01-135  Singapore 528844","Singapore 528844",1.341471,103.9429059
"Qualicoat Pte Ltd","5 Gul Dr   Singapore 629457","Singapore 629457",1.316667,103.675055
"Relex Illumination Pte Ltd","3014A Ubi Rd 1 #07-07/08  Singapore 408703","Singapore 408703",1.329692,103.893437
"Renaissance Planners & Designers Pte Ltd","469 MacPherson Rd #01-02 Gnoh Hock Bldg Singapore 368186","Singapore 368186",1.33252,103.884007
"Ronny Chin Architects Pte. Ltd.","147B Selegie Rd   Singapore 188313","Singapore 188313",1.302988,103.84995
"Silverfox Studio Pte Ltd","20 Cross St #03-11 China Sq Central Singapore 048422","Singapore 048422",1.283745,103.847478
"Singapore Institute Of Architects","79/79A/79B Neil Rd   Singapore 088904","Singapore 088904",1.279189,103.842117
"Sixtrees Viz Comms Pte Ltd","314A Joo Chiat Rd   Singapore 427565","Singapore 427565",1.309351,103.902388
"Sketch.Id Pte Ltd","217 Henderson Rd #01-07 Henderson Ind Pk Singapore 159555","Singapore 159555",1.280516,103.819493
"SKK (S) Pte Ltd","14 Pandan Rd   Singapore 609262","Singapore 609262",1.30155,103.752007
"Stripes @ Design Atelier","Blk 505 Bishan St 11 #01-432  Singapore 570505","Singapore 570505",1.349394,103.848538
"Technigroup Far East Pte Ltd","30 Tuas Sth St 3   Singapore 638028","Singapore 638028",1.303969,103.628552
"Thye Seng Hardware Enterprise Pte Ltd","122 Sims Ave   Singapore 387445","Singapore 387445",1.314107,103.878252
"Transerve Pte Ltd","39 Pandan Rd   Singapore 609281","Singapore 609281",1.299935,103.746393
"Twa","7 Still Rd Sth   Singapore 423924","Singapore 423924",1.307802,103.908929
"Vnix Pte Ltd","Blk 125 Bt Merah Lane 1 #03-168  Singapore 150125","Singapore 150125",1.285815,103.802953
"Wan Sern Metal Industries Pte Ltd","31 Tuas Ave 8   Singapore 639245","Singapore 639245",1.331246,103.650441
"Woodmark Creation Pte Ltd","10 Admiralty St #05-35 North Link Bldg Singapore 757695","Singapore 757695",1.461615,103.812348
"Ministry Of National Development","5 Maxwell Rd #21/22-00 Tower Blk MND Complex Singapore 069110","Singapore 069110",1.278909,103.845805
"Actus Builders Pte Ltd","33 Ubi Ave 3 #05-27 Vertex Singapore 408868","Singapore 408868",1.33295,103.894131
"K&C Design Construction.Com Pte. Ltd.","1 Jln Lembah Kallang   Singapore 339557","Singapore 339557",1.315729,103.861862
"Lai Renovation & Construction","7 Mandai Link #08-13 Mandai Connection Singapore 728653","Singapore 728653",1.352083,103.819836
"CIAP Architects Pte Ltd","1 North Bridge Rd #20-05 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
"Exclusive Design Construction Pte Ltd","8 Jln Kilang Barat #01-04  Singapore 159351","Singapore 159351",1.285243,103.808199
"3HPArchitects Pte Ltd","Blk 162 Bt Merah Central #04-3555  Singapore 150162","Singapore 150162",1.284152,103.816987
"Ecoflora (S) Pte Ltd","21 Neo Tiew Lane 1   Singapore 718788","Singapore 718788",1.352083,103.819836
"Hager + Elsaesser Asia Pte. Ltd.","11 Woodlands Cl #08-40  Singapore 737853","Singapore 737853",1.434085,103.8023911
"Akitek Yeokhoo","356A Joo Chiat Rd   Singapore 427601","Singapore 427601",1.308433,103.903025
"AWP Pte Ltd","111 North Bridge Rd #12-02 Peninsula Plaza Singapore 179098","Singapore 179098",1.292307,103.850442
"Flamelite (S) Pte Ltd","29 Mandai Est #01-05 Innovation Pl Singapore 729932","Singapore 729932",1.405389,103.7585919
"Lian Beng Construction (1988) Pte Ltd","29 Harrison Rd #04-00  Singapore 369648","Singapore 369648",1.336303,103.885177
"Ong&Ong Pte Ltd","510 Thomson Rd #11-00 SLF Bldg Singapore 298135","Singapore 298135",1.3335729,103.8391259
"2000 Century Pte Ltd","19 Burn Rd #07-03 Advance Bldg Singapore 369974","Singapore 369974",1.335704,103.884213
"23.5 Degree G-Architects Pte. Ltd.","17 Kaki Bukit Pl #03-00 Eunos Techpark Singapore 416195","Singapore 416195",1.335114,103.903725
"25K Glass & Metal Works Pte. Ltd.","1 Yishun St 23 #01-43  Singapore 768441","Singapore 768441",1.4379249,103.841475
"3P Ecotecture","Blk 336 Smith St #05-305 New Bridge Centre Singapore 050336","Singapore 050336",1.282878,103.8425649
"3S Facade ( Singapore) Pte Ltd","31 Bt Batok Cres #01-03 The Splendour Singapore 658070","Singapore 658070",1.3367579,103.758667
"A + Solar Consortium","22 Yio Chu Kang Rd #02-04 Highland Centre Singapore 545535","Singapore 545535",1.355269,103.877023
"A+Pgrp","Fax  36B Sago St   Singapore 059027","Singapore 059027",1.281998,103.843863
"Able Glass","Blk 90 Geylang Bahru #01-2748  Singapore 339698","Singapore 339698",1.320864,103.873774
"Ace Architects & Associates","150 South Bridge Rd #06-06 Fook Hai Bldg Singapore 058727","Singapore 058727",1.285134,103.846524
"Ace Glass Specialist","11 Kallang Pl #03-11  Singapore 339155","Singapore 339155",1.315684,103.868019
"Ace-Tech Design Pte Ltd","Blk 164 Bt Merah Central #03-3633  Singapore 150164","Singapore 150164",1.28344,103.816199
"Addp Architects Llp","59A Tg Pagar Rd   Singapore 088480","Singapore 088480",1.278383,103.843969
"Adx Architects Pte Ltd","7B Neil Rd   Singapore 088807","Singapore 088807",1.280222,103.843582
"AEP Consultants","Blk 531 Up Cross St #03-63 Hong Lim Complex-Blk 531 Singapore 050531","Singapore 050531",1.2841959,103.845699
"Aga Architects Pte Ltd","250 Tg Pagar Rd #06-01 St Andrew's Centre Singapore 088541","Singapore 088541",1.27389,103.843061
"Agro Flora & Landscape Pte Ltd","90 Jln Lekar   Singapore 698952","Singapore 698952",1.387449,103.727475
"Aik San Construction Pte Ltd","16 Woodlands Ind Pk E1   Singapore 757737","Singapore 757737",1.453694,103.795841
"Alexius Pte Ltd","20 Ang Mo Kio Ind Pk 2A #03-21 AMK Techlink Singapore 567761","Singapore 567761",1.377348,103.870786
"Algas Engrg Pte Ltd","Blk 5042 Ang Mo Kio Ind Pk 2 #01-515  Singapore 569545","Singapore 569545",1.372576,103.861653
"Allgreen Design","810 Geylang Rd #05-12 City Plaza Singapore 409286","Singapore 409286",1.315287,103.89325
"Alliance Facade Engineering Pte Ltd","1 Sunview Rd #08-65  Singapore 627615","Singapore 627615",1.3156164,103.6974182
"Altech Aluminium Pte Ltd","9 Yishun Industrial St 1 #02-66 North Spring BizHub Singapore 768163","Singapore 768163",1.352083,103.819836
"Anglee Aluminium Industries Pte Ltd","9 Tagore Lane #04-27  Singapore 787472","Singapore 787472",1.384019,103.826043
"Apco Architects & Town Planners Collaborative","73 Tras St #03-01  Singapore 079012","Singapore 079012",1.277498,103.844403
"Apex Group","Blk 809 French Rd #06-162 Kitchener Complex Singapore 200809","Singapore 200809",1.308384,103.861858
"Apexson Construction Engrg Pte Ltd","280 Woodlands Ind Pk E5 #02-25  Singapore 757322","Singapore 757322",1.4516117,103.7951978
"Arc Studio Architecture & Urbanism Pte Ltd","315A Jln Besar   Singapore 208973","Singapore 208973",1.311409,103.859163
"Arch'lab Pte. Ltd.","175A Bencoolen St #09-08 Burlington Sq Singapore 189650","Singapore 189650",1.3020179,103.852486
"Archi-Theme Partnership","167 Geylang Rd #04-01  Singapore 389242","Singapore 389242",1.311327,103.874608
"Archideas Design Inc","20 Jln Kilang #07-01  Singapore 159418","Singapore 159418",1.285603,103.8086749
"Architect Genesis","Blk 204 Hougang St 21 #04-115  Singapore 530204","Singapore 530204",1.358853,103.884919
"Architects Action International Incorporated","8 New Industrial Rd #05-04 LHK 3 Bldg Singapore 536200","Singapore 536200",1.342054,103.885598
"Architects Associates","317 Outram Rd #02-24 Concorde Shopping Centre Singapore 169075","Singapore 169075",1.288842,103.8341389
"Architects Project Group Llp","151 Chin Swee Rd #14-08 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
"Architects Studio Llp","60 Albert St #10-05 OG Albert Complex Singapore 189969","Singapore 189969",1.3020259,103.853648
"Architects Team 3 Pte Ltd","Blk 93 Havelock Rd #01-532  Singapore 160093","Singapore 160093",1.289936,103.83292
"Architects Venture","196 Pandan Loop #02-19 Pantech Business Hub Singapore 128384","Singapore 128384",1.310563,103.751069
"Archiwave Architects","7500A Beach Rd #04-307 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
"Archurban Architects Planners","20 Maxwell Rd #06-09/11 Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
"Archville Architects","Blk 123 Bt Merah Lane 1 #04-74  Singapore 150123","Singapore 150123",1.286675,103.803776
"Arya Architects","Blk 2 Kitchener Rd #02-81  Singapore 200002","Singapore 200002",1.307753,103.8590959
"Asia Glass Systems","7 Mandai Link #06-39 Mandai Connection Singapore 728653","Singapore 728653",1.352083,103.819836
"Asia Tunnelling & Construction Pte Ltd","Blk 212 Hougang St 21 #04-329  Singapore 530212","Singapore 530212",1.359509,103.888103
"Asset Recovery Pte. Ltd.","Blk 164 Bt Merah Central #04-3639  Singapore 150164","Singapore 150164",1.28344,103.816199
"Ata Architects Pte Ltd","33 Ubi Ave 3 #05-38 Vertex Singapore 408868","Singapore 408868",1.33295,103.894131
"Atelier East Design Partnership","63 Robinson Rd #06-09 Afro-Asia Bldg Singapore 068894","Singapore 068894",1.2789919,103.84908
"ATI Architects","Blk 36 Beo Cres #01-33  Singapore 160036","Singapore 160036",1.288303,103.82723
"B Glass Construction","Blk 9010 Tampines St 93 #01-87  Singapore 528844","Singapore 528844",1.341471,103.9429059
"Balanced Engrg & Construction Pte Ltd","18 Boon Lay Way #10-159 TradeHub 21 Singapore 609966","Singapore 609966",1.328234,103.753597
"Balfour Oriental Pte Ltd","Blk 203 Hougang St 21 #04-83  Singapore 530203","Singapore 530203",1.357428,103.884693
"BCI Asia Construction Information Pte Ltd","300 Beach Rd #34-01 The Concourse Singapore 199555","Singapore 199555",1.301012,103.862214
"Bechtel International Inc","20 Ayer Rajah Cres #07-00 Technoprenuer Centre@Ayer Rajah Singapore 139964","Singapore 139964",1.295442,103.78985
"Bee Jin Enterprise Pte Ltd","Blk 3027 Ubi Rd 1 #01-144  Singapore 408720","Singapore 408720",1.3274,103.893711
"Belt Collins International (S) Pte Ltd","108 Pasir Panjang Rd #03-10 AFP Warehouse Singapore 118535","Singapore 118535",1.276601,103.794394
"Best Chance Engrg Works","Blk 2019 Bt Batok St 23 #04-260  Singapore 659524","Singapore 659524",1.342672,103.751531
"Bjg Construction & Engrg","2 Yishun Industrial St 1 #03-14  Singapore 768159","Singapore 768159",1.352083,103.819836
"Blt Engrg Pte Ltd","34 Defu Lane 4   Singapore 539427","Singapore 539427",1.359322,103.9001
"Boon Seng Hardware & Trading","1 Defu Lane 7   Singapore 539329","Singapore 539329",1.355053,103.894557
"Brenton Fong Architects","237 Alexandra Rd #07-16 The Alexcier Singapore 159929","Singapore 159929",1.29161,103.813896
"C Y Wu Architects","865 Mountbatten Rd #06-15 Katong Shopping Centre Singapore 437844","Singapore 437844",1.303746,103.901182
"Cendes + Tenarchitects & Planners Pte Ltd","1 C'wealth Lane #04-30  Singapore 149544","Singapore 149544",1.304438,103.796798
"Centroid Engrg Solutions Pte Ltd","11 Woodlands Cl #07-10  Singapore 737853","Singapore 737853",1.434085,103.8023911
"Chai S K Lucy Chartered Architect","400 Orchard Rd #06-15 Orchard Towers Singapore 238875","Singapore 238875",1.306991,103.828903
"Chao Tse Ann & Partners Pte Ltd","60 Paya Lebar Rd #04-31 Paya Lebar Sq Singapore 409051","Singapore 409051",1.318938,103.8926112
