"vectorName","vectorAddress","postal_code","lat","lon"
"Comcraft Asia Pacific Pte Ltd","314 Tanglin Rd #01-08  Singapore 247977","Singapore 247977",1.297526,103.815309
"Continental Business Associates (1982) Pte. Ltd.","170 Up Bt Timah Rd #05-31 Bt Timah Shopping Centre Singapore 588179","Singapore 588179",1.343236,103.775833
"CRA (Asia) Pte Ltd","50 Kingsmead Rd   Singapore 267995","Singapore 267995",1.320572,103.806128
"Cycle 4 Management Service","22 Yio Chu Kang Rd #02-33 Highland Centre Singapore 545535","Singapore 545535",1.355269,103.877023
"Cyrus Capital Consulting","92 Pemimpin Ter   Singapore 575983","Singapore 575983",1.3538349,103.842956
"DCE Consultants Pte Ltd","3 Temasek Ave #21-00 Centennial Tower Singapore 039190","Singapore 039190",1.293309,103.860354
"DDI-Asia/Pacific International Ltd","51 Changi Business Pk Central 2 #08-09/10 The Signature Singapore 486066","Singapore 486066",1.334908,103.964995
"Deya Management Services Pte Ltd","Blk 809 French Rd #06-152 Kitchener Complex Singapore 200809","Singapore 200809",1.308384,103.861858
"Dolly Poh & Associates","10 Wilby Rd   Singapore 276298","Singapore 276298",1.331346,103.78949
"Dominion Associates Management Pte Ltd","317 Outram Rd #01-19 Concorde Shopping Centre Singapore 169075","Singapore 169075",1.288842,103.8341389
"E & S Management Services Pte Ltd","101 Up Cross St #06-14A People's Pk Centre Singapore 058357","Singapore 058357",1.2856991,103.8436608
"Eastern Consulting Group (S) Pte Ltd","12 Prince Edward Rd #06-15 Bestway Bldg Singapore 079212","Singapore 079212",1.274216,103.848255
"Eastwest Management Consultants Pte Ltd","Fax  4 Leng Kee Rd #06-05 SIS Bldg Singapore 159088","Singapore 159088",1.291066,103.8143149
"EC Harris S'pore Pte Ltd","Fax  1 Magazine Rd #06-01 Central Mall Singapore 059567","Singapore 059567",1.288526,103.842085
"Econ Management & Investments Pte Ltd","Blk 531 Up Cross St #02-06 Hong Lim Complex-Blk 531 Singapore 050531","Singapore 050531",1.2841959,103.845699
"Effective Management & Consultancy Services","605B MacPherson Rd #08-14 Citimac Ind Complex Singapore 368241","Singapore 368241",1.333568,103.888087
"Effective Outsource Networks","133 New Bridge Rd #13-09 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
"Efficient Management Consultants","605A MacPherson Rd #08-01 Citimac Ind Complex Singapore 368240","Singapore 368240",1.333533,103.887855
"Egon Zehnder International Pte Ltd","6 Battery Rd #27-01  Singapore 049909","Singapore 049909",1.285539,103.851667
"Enertech Services S'pore Pte Ltd","3016 Bedok Nth Ave 4 #06-15 Eastech Singapore 489947","Singapore 489947",1.337734,103.948804
"Enterprise Business Consulting (Asia) Pte Ltd","12 Tannery Rd #10-01  Singapore 347722","Singapore 347722",1.3289359,103.876546
"Enterprise Promotion Centres Pte Ltd","1003 Bt Merah Central #02-09/11 Technoprenuer Centre@Bukit Merah Singapore 159836","Singapore 159836",1.283259,103.814735
"ENYS International Pte Ltd","7 Poh Huat Cres   Singapore 546851","Singapore 546851",1.367026,103.881387
"EQS Asia Pte Ltd","140 Paya Lebar Rd #01-12 AZ@Paya Lebar Singapore 409015","Singapore 409015",1.327334,103.89092
"Excel Management & Consultancy Pte Ltd","20 Peck Seah St #05-00  Singapore 079312","Singapore 079312",1.278651,103.845013
"Express Co Registration & Management Pte Ltd","138 Cecil St #18-00 Cecil Ct Singapore 069538","Singapore 069538",1.280756,103.848778
"F H Lee Consultants (International) Pte Ltd","3 Shenton Way #25-03 Shenton Hse Singapore 068805","Singapore 068805",1.278542,103.850011
"Fairbanks Management Services Pte Ltd","11 Collyer Quay #08-02 The Arcade Singapore 049317","Singapore 049317",1.283529,103.852003
"Fairview Management Services","151 Chin Swee Rd #03-23 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
"Filmo Communications Pte Ltd","1 Sophia Rd #01-40/44 Peace Centre Singapore 228149","Singapore 228149",1.301511,103.849561
"FJK Consultants Pte Ltd","350 Orchard Rd #13-07 Shaw Hse Singapore 238868","Singapore 238868",1.305487,103.831573
"Foo Kon & Tan Consultants Pte Ltd","24 Raffles Pl #07-03 Clifford Centre Singapore 048621","Singapore 048621",1.283847,103.852123
"Fortune Commercial Agency","5001 Beach Rd #03-11 Golden Mile Complex Singapore 199588","Singapore 199588",1.302908,103.864945
"Fsl Coaching","7A Queen Astrid Gdns  Queen Astrid Gdns Singapore 266867","Singapore 266867",1.318336,103.789276
"FTMS Consultants (S) Pte Ltd","182 Clemenceau Ave #04-00  Singapore 239923","Singapore 239923",1.297724,103.844058
"Gan Management (Pte) Ltd","865 Mountbatten Rd #05-19 Katong Shopping Centre Singapore 437844","Singapore 437844",1.303746,103.901182
"General Hotel Management (S) Pte Ltd","32 Gilstead Rd   Singapore 309075","Singapore 309075",1.317466,103.839266
"Get Organised & Beyond","261 River Valley Rd #15-19 Aspen Heights Singapore 238307","Singapore 238307",1.294255,103.840789
"Global Beauty International Pte Ltd","360 Orchard Rd #05-02A International Bldg Singapore 238869","Singapore 238869",1.306348,103.830876
"GMC Services (Asia Pacific) Pte Ltd","20 Cecil St #05-05 Equity Plaza Singapore 049705","Singapore 049705",1.283041,103.85048
"GMS Group Pte. Ltd.","541 Orchard Rd #19-02 Liat Towers Singapore 238881","Singapore 238881",1.3052919,103.830378
"Gold-Link Management Services Pte Ltd","6001 Beach Rd #08-08 Golden Mile Tower Singapore 199589","Singapore 199589",1.302128,103.864082
"GY Management Services Pte Ltd","10 Jln Besar #12-05 Sim Lim Tower Singapore 208787","Singapore 208787",1.304039,103.8546719
"H E Management Services Pte Ltd","10 Jln Besar #10-01 Sim Lim Tower Singapore 208787","Singapore 208787",1.304039,103.8546719
"Heavenly Management Consultants","Blk 808 French Rd #05-167 Kitchener Complex Singapore 200808","Singapore 200808",1.308475,103.862009
"Heidrick & Struggles S'pore Pte Ltd","5 Temasek Blvd #15-04 Suntec Tower Five Singapore 038985","Singapore 038985",1.294414,103.858096
"Hilda Loe Associates Pte Ltd","7 Limau Wlk   Singapore 467769","Singapore 467769",1.323306,103.95066
"Hong Leong Management Services Pte Ltd","16 Raffles Quay #34-03 Hong Leong Bldg Singapore 048581","Singapore 048581",1.281304,103.850834
"Hu Kek Chay","61 Club St   Singapore 069436","Singapore 069436",1.281752,103.8461559
"ICM Pte Ltd","3 South Buona Vista Rd #B1-09 South Buona Vista Centre Singapore 118136","Singapore 118136",1.27958,103.7862449
"IMG S'pore Pte Ltd","1 Scotts Rd #21-01 Shaw Centre Singapore 228208","Singapore 228208",1.305662,103.8317859
"Impact Management Seminars Pte Ltd","35 Selegie Rd #09-23 Parklane Shopping Mall Singapore 188307","Singapore 188307",1.300626,103.849458
"Infotainment Development & Management Pte Ltd","10 Anson Rd #30-16 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
"Inpraise Management Services","15C Limau Gdn  Bedok Pk Singapore 467938","Singapore 467938",1.3216159,103.947894
"Insideout Consulting Pte Ltd","102 Joo Chiat Ter #02-05  Singapore 427256","Singapore 427256",1.314561,103.901921
"Insight Management Consultancy Pte Ltd","Blk 78B Telok Blangah St 32 #02-19  Singapore 102078","Singapore 102078",1.273562,103.808121
"Institute Of Management Consultants (S)","1010 Dover Rd #03-11  Singapore 139658","Singapore 139658",1.309434,103.774739
"Integrated Decision Systems Consultancy Pte Ltd","Blk 165 Bt Merah Central #07-3689  Singapore 150165","Singapore 150165",1.28344,103.816199
"Intelligent Management Consultants","100 Jln Sultan #09-10 Sultan Plaza Singapore 199001","Singapore 199001",1.302832,103.861969
"Intercedent Asia (Pte) Ltd","15 Queen St #03-01A Tan Chong Tower Singapore 188537","Singapore 188537",1.29806,103.852573
"International Business Management Consultants Pte Ltd","72 Bendemeer Rd #05-21 Luzerne Singapore 339941","Singapore 339941",1.3160019,103.862886
"International Customer Loyalty Programmes (A P) Pte Ltd","91 Bencoolen St, Singapore 189652","Singapore 189652",1.300287,103.851193
"Invision Coporate Solutions Pte Ltd","11 Keng Cheow St #03-10 Riverside Piazza Singapore 059608","Singapore 059608",1.288187,103.844007
"Isolve Pte Ltd","22 Yio Chu Kang Rd #02-16 Highland Centre Singapore 545535","Singapore 545535",1.355269,103.877023
"Itacs Management Consultants","20 Peck Seah St #05-00  Singapore 079312","Singapore 079312",1.278651,103.845013
"J A Management Consultant","18 Boon Lay Way #10-141 TradeHub 21 Singapore 609966","Singapore 609966",1.328234,103.753597
"JMA Consultants Pte Ltd","150 Orchard Rd #07-02 Orchard Plaza Singapore 238841","Singapore 238841",1.301284,103.841309
"Joy Management Services Pte Ltd","342D King George's Ave  King George's Bldg Singapore 208575","Singapore 208575",1.310361,103.862334
"Jq Management Pte Ltd","51 Bt Batok Cres #06-47 Unity Centre Singapore 658077","Singapore 658077",1.338065,103.757031
"JST Management Services Pte Ltd","3 Pickering St #03-03 Nankin Row Singapore 048660","Singapore 048660",1.284855,103.847664
"K H Teh Consulting Pte Ltd","1 C'wealth Lane #07-31  Singapore 149544","Singapore 149544",1.304438,103.796798
"Kenneth Ling & Associates Pte Ltd","8 Burn Rd #11-03/04 Trivex Singapore 369977","Singapore 369977",1.335497,103.885304
"Kensis International Pte Ltd","30 Woollerton Pk #07-32 Woollerton Pk Singapore 257530","Singapore 257530",1.316148,103.808125
"Kimsam Management Services Pte Ltd","1 Siglap Rd #09-01 Mandarin Gdns Singapore 448906","Singapore 448906",1.306339,103.925486
"Kl Managements Pte Ltd","246 MacPherson Rd #03-01A Betime Bldg Singapore 348578","Singapore 348578",1.3300829,103.875672
"Labourtel Management Corpn Pte Ltd","120 Lower Delta Rd #04-10 Cendex Centre Singapore 169208","Singapore 169208",1.280226,103.822926
"Laren Management Services Pte Ltd","Blk 99C Lor 2 Toa Payoh #09-19  Singapore 312099","Singapore 312099",1.339076,103.8473659
"Lead Consultants","133 Serangoon Ave 3 #01-12 Chiltern Pk Singapore 556113","Singapore 556113",1.350689,103.864707
"Lee Hecht Harrison Pte Ltd","24 Raffles Pl #20-02A Clifford Centre Singapore 048621","Singapore 048621",1.283847,103.852123
"Lee Kah Hong Co","133 New Bridge Rd #16-04 Chinatown Pt Singapore 059413","Singapore 059413",1.285202,103.8449399
"Letac Management Services Pte Ltd","21 Eastwood Ter   Singapore 486491","Singapore 486491",1.321814,103.956863
"Link Management Consultants","10 Anson Rd #26-08 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
"Linkage_Asia Pte. Ltd.","38 Amoy St   Singapore 069864","Singapore 069864",1.280713,103.847036
"Lloyd McGill Pte Ltd","10 Ubi Cres #03-66 Ubi Techpark Singapore 408564","Singapore 408564",1.326293,103.896145
"LMK Management Consultants & Services","19 Jln Khamis   Singapore 577865","Singapore 577865",1.354056,103.837378
"Loy Kee Management Services Pte Ltd","30 Woodlands Ave 1 #01-06 The Woodgrove Singapore 739065","Singapore 739065",1.428724,103.781141
"Loyalty Management Services","228 Geylang Rd   Singapore 389288","Singapore 389288",1.312251,103.877218
"LP Management & Consultancy Services","2 Kallang Ave #08-13 CT Hub Singapore 339407","Singapore 339407",1.311457,103.8634469
"LTS Management Consultancy Services Pte Ltd","511 Guillemard Rd #02-05 Grandlink Sq Singapore 399849","Singapore 399849",1.3144499,103.891474
"Management Corpn Strata Title Plan No. 3534 The","58 Tanah Merah Kechil Ave #01-49 Casa Merah Singapore 465528","Singapore 465528",1.328796,103.94539
"Management Holdings Pte Ltd","357D Holland Rd   Singapore 278634","Singapore 278634",1.31927,103.781077
"Master Projects Pte Ltd","81 Pasir Ris Heights   Singapore 519292","Singapore 519292",1.352083,103.819836
"Matsunaga & Associate","100 Beach Rd #20-03 Shaw Towers Singapore 189702","Singapore 189702",1.296485,103.856559
"Memory World (S) Pte Ltd","1 Rochor Canal Rd #04-12 Sim Lim Sq Singapore 188504","Singapore 188504",1.302731,103.853171
"Metropolitan Management Services Pte Ltd","1 North Bridge Rd #23-01 High St Centre Singapore 179094","Singapore 179094",1.28983,103.849601
"Mgi Management Consultants Pte Ltd","51 Anson Rd #02-57 Anson Centre Singapore 079904","Singapore 079904",1.274627,103.845714
"Miker Agencies (S) Pte Ltd","10 Anson Rd #26-08 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
"Miura & Associates Management Consultants Pte Ltd","6 Raffles Quay #15-00  Singapore 048580","Singapore 048580",1.281712,103.851423
"Modec Management Services Pte Ltd","2 International Business Pk #02-06 The Strategy Singapore 609930","Singapore 609930",1.32954,103.747567
"Morgan & Morgan Corporate Services Pte Ltd","101 Cecil St #22-01 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
"MSE Pte Ltd","25 Duxton Hill #01-01  Singapore 089608","Singapore 089608",1.27824,103.842594
"Nantah Capital One Ltd","49 Jln Pemimpin #01-06 APS Ind Bldg Singapore 577203","Singapore 577203",1.350857,103.841874
"Nelson Buchanan & Oostergard Pte Ltd","Blk 809 Hougang Central #04-186  Singapore 530809","Singapore 530809",1.371321,103.893785
"Network Management Resource","Blk 134 Jurong Gateway Rd #04-309  Singapore 600134","Singapore 600134",1.334023,103.738849
"Nexia TS Pte Ltd","100 Beach Rd #30-00 Shaw Towers Singapore 189702","Singapore 189702",1.296485,103.856559
"Niche Focus Management Consultants Pte Ltd","1003 Bt Merah Central #03-06 Technoprenuer Centre@Bukit Merah Singapore 159836","Singapore 159836",1.283259,103.814735
"Nuri Holdings (S) Pte Ltd","9 Oxley Rise #02-01 The Oxley Singapore 238697","Singapore 238697",1.298691,103.84236
"Ocean View Management Consultants","Blk 637 Veerasamy Rd #02-107  Singapore 200637","Singapore 200637",1.30699,103.855851
"Ong & Liang Management Consultants (2000)","Blk 2 Joo Chiat Rd #03-1121 Joo Chiat Complex Singapore 420002","Singapore 420002",1.315517,103.899079
"Ordell Management Pte Ltd","8H Yio Chu Kang Rd   Singapore 545522","Singapore 545522",1.354476,103.877671
"Organisation Solutions Pte Ltd","120 Robinson Rd #13-01 Parakou Bldg Singapore 068913","Singapore 068913",1.2789919,103.848836
"Overseas Port Management (S) Pte Ltd","33 Ubi Ave 3 #04-57 Vertex Singapore 408868","Singapore 408868",1.33295,103.894131
"P-Serv Pte Ltd","65 Airport Blvd #B1-49/50 Changi Airport Passenger Terminal 3 Singapore 819663","Singapore 819663",1.356716,103.98651
"Pacific Ace Corporate Services Pte Ltd","20 Maxwell Rd #10-09C Maxwell Hse Singapore 069113","Singapore 069113",1.279136,103.844656
"Pamela Neo Management Services Pte Ltd","10 Anson Rd #27-08 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
"Pb Corporate Services Pte Ltd","10 Anson Rd #21-07 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
"Phamous Facilities Management Pte Ltd","21 Woodlands Cl #02-32 Primz Bizhub Singapore 737854","Singapore 737854",1.4340771,103.8035138
"Phillip Lee Management Consultants Pte Ltd","Blk 166 Woodlands St 13 #02-521  Singapore 730166","Singapore 730166",1.434267,103.775423
"PI ETA Consulting Co Pte Ltd","10 Science Pk Rd #03-16A The Alpha Singapore 117684","Singapore 117684",1.288119,103.779601
"Pioneer Management Services Pte Ltd","4 Shenton Way #04-01 SGX Centre 2 Singapore 068807","Singapore 068807",1.279292,103.849818
"PiSight Pte. Ltd.","101 Cecil St #11-04 Tong Eng Bldg Singapore 069533","Singapore 069533",1.281097,103.849324
"Pkf Advisory Pte Ltd","146 Robinson Rd #08-01  Singapore 068909","Singapore 068909",1.277954,103.848108
"Praxis Management Consulting Pte Ltd","37 Hindhede Wlk #08-03 Southaven II Singapore 587970","Singapore 587970",1.346589,103.773213
"Prestige Management Services","19 Tanglin Rd #03-59 Tanglin Shopping Centre Singapore 247909","Singapore 247909",1.306364,103.827018
"Prevero Asia Pacific Pte Ltd","25 International Business Pk #03-59B German Centre Singapore 609916","Singapore 609916",1.324738,103.746782
"Pro-Solutions Consultancy Services","54 Serangoon Nth Ave 4 #03-03M  Singapore 555854","Singapore 555854",1.376461,103.875702
"Programming Pte Ltd","151 Chin Swee Rd #03-28 Manhattan Hse Singapore 169876","Singapore 169876",1.287186,103.84065
"PS Consulting Group Pte Ltd","Blk 570 Pasir Ris St 53 #11-70  Singapore 510570","Singapore 510570",1.37284,103.946505
"Pu Hua International Pte Ltd","37 Amber Rd #17-21 The Sea View Singapore 439946","Singapore 439946",1.302076,103.901966
"QCT Corporate Management Services Pte Ltd","6001 Beach Rd #08-07 Golden Mile Tower Singapore 199589","Singapore 199589",1.302128,103.864082
"Quantum Performance Consulting","35 Selegie Rd #10-18 Parklane Shopping Mall Singapore 188307","Singapore 188307",1.300626,103.849458
"Readymix Holdings International Pte. Ltd.","33 Maude Rd #02-01 YTC Bldg Singapore 208344","Singapore 208344",1.307607,103.858658
"Red Technologies (S) Pte Ltd","100 Lor 23 Geylang #09-00 D'Centennial Singapore 388398","Singapore 388398",1.31792,103.881105
"Remuneration Data Specialists Pte Ltd","Blk 334 Kreta Ayer Rd #02-06  Singapore 080334","Singapore 080334",1.281699,103.842327
"Reppel & Partners Pte Ltd","229 Mountbatten Rd #02-41  Singapore 398007","Singapore 398007",1.307532,103.881287
"Reveres Management Associates Pte Ltd","1 Kaki Bukit Rd 1 #03-05 Enterprise One Singapore 415934","Singapore 415934",1.33251,103.902292
"RHTC (S) Pte Ltd","68A Peck Seah St ATTIC  Singapore 079327","Singapore 079327",1.277439,103.844797
"Right Management Consultants International Pty Ltd","1 Wallich St #09-02 Guoco Tower Singapore 078881","Singapore 078881",1.352083,103.819836
"RQ Management Consultants Pte Ltd","237 Pandan Loop #05-00  Singapore 128424","Singapore 128424",1.313235,103.751605
"S C Lim Management Services","3 Phillip St #12-02 Commerce Pt Singapore 048693","Singapore 048693",1.2847519,103.849941
"Seabanc Pte Ltd","60 Kaki Bukit Pl #10-01 Eunos Techpark Singapore 415979","Singapore 415979",1.334635,103.904271
"SeerPharma (Singapore) Pte Ltd","10 Anson Rd #20-05 International Plaza Singapore 079903","Singapore 079903",1.276109,103.845924
"Sharpbender Management Consultants Pte Ltd","24 Sian Tuan Ave   Singapore 588298","Singapore 588298",1.339121,103.7860539
"Sinly Management Services","200 Jln Sultan #03-31 Textile Centre Singapore 199018","Singapore 199018",1.303499,103.861257
"SLM Consulting Pte Ltd","629 Aljunied Rd #06-11 Cititech Ind Bldg Singapore 389838","Singapore 389838",1.3254999,103.879628
"Soh & Wong Management Consultants Pte Ltd","411 Sixth Ave   Singapore 276580","Singapore 276580",1.322642,103.791694
"Solution Matrix Pte Ltd","53 Ang Mo Kio Ave 3 #B1-10 Ang Mo Kio Hub Singapore 569933","Singapore 569933",1.369017,103.848122
"Spin Capital Asia","22 Malacca St #04-05 Royal Bros Bldg Singapore 048980","Singapore 048980",1.283897,103.850827
"SSA Consulting Group Pte. Ltd.","11 Eunos Rd 8 #07-01  Singapore 408601","Singapore 408601",1.319657,103.8925185
"STF Management Consultants","Fax  140 Up Bt Timah Rd #04-06 Beauty World Plaza Singapore 588176","Singapore 588176",1.341621,103.776156
"Straits Knowledge","12 Aljunied Rd #06-02H  Singapore 389801","Singapore 389801",1.313702,103.88211
"Sulaiman Property & Management Consultancy Services","397 Up Changi Rd   Singapore 486922","Singapore 486922",1.331569,103.944737
"Superbee Network S'pore Pte Ltd","1 Kaki Bukit Ave 3 #09-11 KB-1 Bldg Singapore 416087","Singapore 416087",1.3367659,103.905363
"Swee Cheng Management Pte Ltd","260 Orchard Rd #06-01 The Heeren Singapore 238855","Singapore 238855",1.302959,103.837188
"Synesis Pte Ltd","30 Marsiling Ind Est Rd 5 #03-06 Widefield Ind Bldg Singapore 739211","Singapore 739211",1.4420949,103.782971
"T M Zee Pte Ltd","7500A Beach Rd #15-301 The Plaza Singapore 199591","Singapore 199591",1.299782,103.860659
"Tan Chin Loi Associates","135 Jurong Gateway Rd, Singapore 600135","Singapore 600135",1.333788,103.739684
"Tangara Management Services Pte Ltd","33 Sea Ave   Singapore 424264","Singapore 424264",1.305077,103.907478
"Tat Hong Management Services","Blk 133 Jurong Gateway Rd #04-299  Singapore 600133","Singapore 600133",1.334178,103.739343
"Tecity Management Pte Ltd","42 Cairnhill Rd #02-01 Tan Chin Tuan Mans Singapore 229661","Singapore 229661",1.30529,103.837645
"Teian Consulting International Pte Ltd","6 Ubi Rd 1 #06-11 Wintech Centre Singapore 408726","Singapore 408726",1.32642,103.893332
"Thinking Management Techniques Pte Ltd","24 Raffles Pl #02-09 Clifford Centre Singapore 048621","Singapore 048621",1.283847,103.852123
"Tiberias Management Consultants Pte. Ltd.","20 Ayer Rajah Cres #09-17 Technoprenuer Centre@Ayer Rajah Singapore 139964","Singapore 139964",1.295442,103.78985
"Tiptop Consultants Pte Ltd","1 C'wealth Lane #07-14  Singapore 149544","Singapore 149544",1.304438,103.796798
"TK Consultancy Services","8 Chang Charn Rd #02-01  Singapore 159637","Singapore 159637",1.288909,103.812182
"TM Systems Consultants","21 Toh Guan Rd East #05-27  Singapore 608609","Singapore 608609",1.337651,103.754693
"Towers Watson Singapore Pte Ltd","Fax  135 Cecil St #09-01 MYP Plaza Singapore 069536","Singapore 069536",1.279975,103.848701
"Training Team Pte Ltd","339 Dahan Rd   Singapore 759692","Singapore 759692",1.452861,103.789443
"Trustford Consultants Pte Ltd","24 Raffles Pl #17-04 Clifford Centre Singapore 048621","Singapore 048621",1.283847,103.852123
"Turner & Townsend Pte Limited","150 Beach Rd #33-01 Gateway West Singapore 189720","Singapore 189720",1.2987089,103.85862
